Description,Value,Date,ID
Total de activos,3505159.3518499997,2017-09-30,CAP
Otros pasivos financieros corrientes,318815.38905,2017-09-30,CAP
Cuentas por pagar comerciales y otras cuentas por pagar,206663.55665,2017-09-30,CAP
"Cuentas por pagar a entidades relacionadas, corrientes",58274.95925,2017-09-30,CAP
Otras provisiones a corto plazo,6120.1285,2017-09-30,CAP
"Pasivos por impuestos corrientes, corrientes",25642.1284,2017-09-30,CAP
Provisiones corrientes por beneficios a los empleados,12607.0826,2017-09-30,CAP
Otros pasivos no financieros corrientes,906.23755,2017-09-30,CAP
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,629029.482,2017-09-30,CAP
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2017-09-30,CAP
Pasivos corrientes totales,629029.482,2017-09-30,CAP
Otros pasivos financieros no corrientes,404937.2514,2017-09-30,CAP
Cuentas por pagar no corrientes,0.0,2017-09-30,CAP
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2017-09-30,CAP
Otras provisiones a largo plazo,40676.883200000004,2017-09-30,CAP
Pasivo por impuestos diferidos,294011.35525,2017-09-30,CAP
"Pasivos por impuestos corrientes, no corrientes",0.0,2017-09-30,CAP
Provisiones no corrientes por beneficios a los empleados,41366.59175,2017-09-30,CAP
Otros pasivos no financieros no corrientes,32797.775,2017-09-30,CAP
Total de pasivos no corrientes,813789.8566,2017-09-30,CAP
Total de pasivos,1442819.3386000001,2017-09-30,CAP
Capital emitido,241648.9114,2017-09-30,CAP
Ganancias (pérdidas) acumuladas,989522.88245,2017-09-30,CAP
Prima de emisión,0.0,2017-09-30,CAP
Acciones propias en cartera,0.0,2017-09-30,CAP
Otras participaciones en el patrimonio,0.0,2017-09-30,CAP
Otras reservas,8525.510950000002,2017-09-30,CAP
Patrimonio atribuible a los propietarios de la controladora,1239697.3048,2017-09-30,CAP
Participaciones no controladoras,822642.70845,2017-09-30,CAP
Patrimonio total,2062340.01325,2017-09-30,CAP
Total de patrimonio y pasivos,3505159.3518499997,2017-09-30,CAP
Efectivo y equivalentes al efectivo,209293.74715,2017-09-30,COLBUN
Otros activos financieros corrientes,285094.18155000004,2017-09-30,COLBUN
Otros activos no financieros corrientes,9092.944300000001,2017-09-30,COLBUN
Deudores comerciales y otras cuentas por cobrar corrientes,143016.76765,2017-09-30,COLBUN
"Cuentas por cobrar a entidades relacionadas, corrientes",559.1543,2017-09-30,COLBUN
Inventarios corrientes,30659.2327,2017-09-30,COLBUN
Activos biológicos corrientes,0.0,2017-09-30,COLBUN
"Activos por impuestos corrientes, corrientes",4160.541050000001,2017-09-30,COLBUN
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,681876.5687000001,2017-09-30,COLBUN
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,0.0,2017-09-30,COLBUN
Activos corrientes totales,681876.5687000001,2017-09-30,COLBUN
Otros activos financieros no corrientes,8068.25265,2017-09-30,COLBUN
Otros activos no financieros no corrientes,22299.9396,2017-09-30,COLBUN
Cuentas por cobrar no corrientes,0.0,2017-09-30,COLBUN
"Cuentas por cobrar a entidades relacionadas, no corrientes",0.0,2017-09-30,COLBUN
"Inventarios, no corrientes",0.0,2017-09-30,COLBUN
Inversiones contabilizadas utilizando el método de la participación,25442.79435,2017-09-30,COLBUN
Activos intangibles distintos de la plusvalía,85634.03525,2017-09-30,COLBUN
Plusvalía,0.0,2017-09-30,COLBUN
"Propiedades, planta y equipo",3543740.3617000002,2017-09-30,COLBUN
Activos biológicos no corrientes,0.0,2017-09-30,COLBUN
Propiedad de inversión,0.0,2017-09-30,COLBUN
"Activos por impuestos corrientes, no corrientes",0.0,2017-09-30,COLBUN
Activos por impuestos diferidos,25188.691199999997,2017-09-30,COLBUN
Total de activos no corrientes,3710374.07475,2017-09-30,COLBUN
Total de activos,4392250.643449999,2017-09-30,COLBUN
Otros pasivos financieros corrientes,29576.5877,2017-09-30,COLBUN
Cuentas por pagar comerciales y otras cuentas por pagar,93972.31229999999,2017-09-30,COLBUN
"Cuentas por pagar a entidades relacionadas, corrientes",314.6039,2017-09-30,COLBUN
Otras provisiones a corto plazo,18573.0934,2017-09-30,COLBUN
"Pasivos por impuestos corrientes, corrientes",12979.63985,2017-09-30,COLBUN
Provisiones corrientes por beneficios a los empleados,9371.24775,2017-09-30,COLBUN
Otros pasivos no financieros corrientes,13175.78965,2017-09-30,COLBUN
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,177963.27455,2017-09-30,COLBUN
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2017-09-30,COLBUN
Pasivos corrientes totales,177963.27455,2017-09-30,COLBUN
Otros pasivos financieros no corrientes,1050223.60335,2017-09-30,COLBUN
Cuentas por pagar no corrientes,10860.8399,2017-09-30,COLBUN
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2017-09-30,COLBUN
Otras provisiones a largo plazo,0.0,2017-09-30,COLBUN
Pasivo por impuestos diferidos,605806.1098999999,2017-09-30,COLBUN
"Pasivos por impuestos corrientes, no corrientes",0.0,2017-09-30,COLBUN
Provisiones no corrientes por beneficios a los empleados,20964.465150000004,2017-09-30,COLBUN
Otros pasivos no financieros no corrientes,7647.93165,2017-09-30,COLBUN
Total de pasivos no corrientes,1695502.94995,2017-09-30,COLBUN
Total de pasivos,1873466.2245,2017-09-30,COLBUN
Capital emitido,816946.7220500001,2017-09-30,COLBUN
Ganancias (pérdidas) acumuladas,1058779.6831,2017-09-30,COLBUN
Prima de emisión,33495.12575,2017-09-30,COLBUN
Acciones propias en cartera,0.0,2017-09-30,COLBUN
Otras participaciones en el patrimonio,0.0,2017-09-30,COLBUN
Otras reservas,465394.69560000004,2017-09-30,COLBUN
Patrimonio atribuible a los propietarios de la controladora,2374616.2265,2017-09-30,COLBUN
Participaciones no controladoras,144168.19245000003,2017-09-30,COLBUN
Patrimonio total,2518784.4189500003,2017-09-30,COLBUN
Total de patrimonio y pasivos,4392250.643449999,2017-09-30,COLBUN
Efectivo y equivalentes al efectivo,749796.6212,2017-09-30,COPEC
Otros activos financieros corrientes,124332.86235000001,2017-09-30,COPEC
Otros activos no financieros corrientes,123191.62715,2017-09-30,COPEC
Deudores comerciales y otras cuentas por cobrar corrientes,1029497.95695,2017-09-30,COPEC
"Cuentas por cobrar a entidades relacionadas, corrientes",25833.1834,2017-09-30,COPEC
Inventarios corrientes,918067.6756000001,2017-09-30,COPEC
Activos biológicos corrientes,200502.03290000002,2017-09-30,COPEC
"Activos por impuestos corrientes, corrientes",45253.2873,2017-09-30,COPEC
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,3216475.2468499998,2017-09-30,COPEC
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,4546.4721500000005,2017-09-30,COPEC
Activos corrientes totales,3221021.719,2017-09-30,COPEC
Otros activos financieros no corrientes,53469.28915,2017-09-30,COPEC
Otros activos no financieros no corrientes,81301.5447,2017-09-30,COPEC
Cuentas por cobrar no corrientes,21966.230199999998,2017-09-30,COPEC
"Cuentas por cobrar a entidades relacionadas, no corrientes",5057.225850000001,2017-09-30,COPEC
"Inventarios, no corrientes",0.0,2017-09-30,COPEC
Inversiones contabilizadas utilizando el método de la participación,646956.17265,2017-09-30,COPEC
Activos intangibles distintos de la plusvalía,529091.1589,2017-09-30,COPEC
Plusvalía,262948.35965,2017-09-30,COPEC
"Propiedades, planta y equipo",6615314.40175,2017-09-30,COPEC
Activos biológicos no corrientes,2238293.3892,2017-09-30,COPEC
Propiedad de inversión,30146.56845,2017-09-30,COPEC
"Activos por impuestos corrientes, no corrientes",0.0,2017-09-30,COPEC
Activos por impuestos diferidos,200223.72945,2017-09-30,COPEC
Total de activos no corrientes,10684768.069950001,2017-09-30,COPEC
Total de activos,13905789.78895,2017-09-30,COPEC
Otros pasivos financieros corrientes,622213.9133,2017-09-30,COPEC
Cuentas por pagar comerciales y otras cuentas por pagar,927445.29185,2017-09-30,COPEC
"Cuentas por pagar a entidades relacionadas, corrientes",17215.3292,2017-09-30,COPEC
Otras provisiones a corto plazo,11440.3734,2017-09-30,COPEC
"Pasivos por impuestos corrientes, corrientes",39290.46075,2017-09-30,COPEC
Provisiones corrientes por beneficios a los empleados,6556.37075,2017-09-30,COPEC
Otros pasivos no financieros corrientes,209032.63865,2017-09-30,COPEC
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,1833194.3779000002,2017-09-30,COPEC
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2017-09-30,COPEC
Pasivos corrientes totales,1833194.3779000002,2017-09-30,COPEC
Otros pasivos financieros no corrientes,3459023.3904500003,2017-09-30,COPEC
Cuentas por pagar no corrientes,639.3974000000001,2017-09-30,COPEC
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2017-09-30,COPEC
Otras provisiones a largo plazo,43733.7632,2017-09-30,COPEC
Pasivo por impuestos diferidos,1467015.18065,2017-09-30,COPEC
"Pasivos por impuestos corrientes, no corrientes",0.0,2017-09-30,COPEC
Provisiones no corrientes por beneficios a los empleados,70845.10455,2017-09-30,COPEC
Otros pasivos no financieros no corrientes,89692.04345,2017-09-30,COPEC
Total de pasivos no corrientes,5130948.8796999995,2017-09-30,COPEC
Total de pasivos,6964143.2576,2017-09-30,COPEC
Capital emitido,436951.70090000005,2017-09-30,COPEC
Ganancias (pérdidas) acumuladas,6722089.94645,2017-09-30,COPEC
Prima de emisión,0.0,2017-09-30,COPEC
Acciones propias en cartera,0.0,2017-09-30,COPEC
Otras participaciones en el patrimonio,0.0,2017-09-30,COPEC
Otras reservas,-566170.4764500001,2017-09-30,COPEC
Patrimonio atribuible a los propietarios de la controladora,6592871.1709,2017-09-30,COPEC
Participaciones no controladoras,348775.36045,2017-09-30,COPEC
Patrimonio total,6941646.531350001,2017-09-30,COPEC
Total de patrimonio y pasivos,13905789.78895,2017-09-30,COPEC
Efectivo y equivalentes al efectivo,37944.796700000006,2017-09-30,NUTRAVALOR
Otros activos financieros corrientes,53724.02915,2017-09-30,NUTRAVALOR
Otros activos no financieros corrientes,3621.1291,2017-09-30,NUTRAVALOR
Deudores comerciales y otras cuentas por cobrar corrientes,35927.2559,2017-09-30,NUTRAVALOR
"Cuentas por cobrar a entidades relacionadas, corrientes",53069.347350000004,2017-09-30,NUTRAVALOR
Inventarios corrientes,44618.34785,2017-09-30,NUTRAVALOR
Activos biológicos corrientes,0.0,2017-09-30,NUTRAVALOR
"Activos por impuestos corrientes, corrientes",17435.6793,2017-09-30,NUTRAVALOR
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,246340.58535,2017-09-30,NUTRAVALOR
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,6024.601,2017-09-30,NUTRAVALOR
Activos corrientes totales,252365.18635000003,2017-09-30,NUTRAVALOR
Otros activos financieros no corrientes,46633.34125,2017-09-30,NUTRAVALOR
Otros activos no financieros no corrientes,22.9266,2017-09-30,NUTRAVALOR
Cuentas por cobrar no corrientes,657.8660500000001,2017-09-30,NUTRAVALOR
"Cuentas por cobrar a entidades relacionadas, no corrientes",9810.037400000001,2017-09-30,NUTRAVALOR
"Inventarios, no corrientes",0.0,2017-09-30,NUTRAVALOR
Inversiones contabilizadas utilizando el método de la participación,84564.76410000001,2017-09-30,NUTRAVALOR
Activos intangibles distintos de la plusvalía,1476.2183,2017-09-30,NUTRAVALOR
Plusvalía,0.0,2017-09-30,NUTRAVALOR
"Propiedades, planta y equipo",169787.39425,2017-09-30,NUTRAVALOR
Activos biológicos no corrientes,0.0,2017-09-30,NUTRAVALOR
Propiedad de inversión,0.0,2017-09-30,NUTRAVALOR
"Activos por impuestos corrientes, no corrientes",0.0,2017-09-30,NUTRAVALOR
Activos por impuestos diferidos,13354.7445,2017-09-30,NUTRAVALOR
Total de activos no corrientes,326307.29245,2017-09-30,NUTRAVALOR
Total de activos,578672.4788,2017-09-30,NUTRAVALOR
Otros pasivos financieros corrientes,173379.22825,2017-09-30,NUTRAVALOR
Cuentas por pagar comerciales y otras cuentas por pagar,18625.95195,2017-09-30,NUTRAVALOR
"Cuentas por pagar a entidades relacionadas, corrientes",3970.1229000000003,2017-09-30,NUTRAVALOR
Otras provisiones a corto plazo,0.0,2017-09-30,NUTRAVALOR
"Pasivos por impuestos corrientes, corrientes",2537.2104,2017-09-30,NUTRAVALOR
Provisiones corrientes por beneficios a los empleados,2085.68375,2017-09-30,NUTRAVALOR
Otros pasivos no financieros corrientes,90.4327,2017-09-30,NUTRAVALOR
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,200688.62995000003,2017-09-30,NUTRAVALOR
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2017-09-30,NUTRAVALOR
Pasivos corrientes totales,200688.62995000003,2017-09-30,NUTRAVALOR
Otros pasivos financieros no corrientes,57505.007600000004,2017-09-30,NUTRAVALOR
Cuentas por pagar no corrientes,1.2737,2017-09-30,NUTRAVALOR
"Cuentas por pagar a entidades relacionadas, no corrientes",3565.0863000000004,2017-09-30,NUTRAVALOR
Otras provisiones a largo plazo,0.0,2017-09-30,NUTRAVALOR
Pasivo por impuestos diferidos,31572.4756,2017-09-30,NUTRAVALOR
"Pasivos por impuestos corrientes, no corrientes",0.0,2017-09-30,NUTRAVALOR
Provisiones no corrientes por beneficios a los empleados,12284.8365,2017-09-30,NUTRAVALOR
Otros pasivos no financieros no corrientes,0.0,2017-09-30,NUTRAVALOR
Total de pasivos no corrientes,104928.67970000001,2017-09-30,NUTRAVALOR
Total de pasivos,305617.30965,2017-09-30,NUTRAVALOR
Capital emitido,65923.52775,2017-09-30,NUTRAVALOR
Ganancias (pérdidas) acumuladas,92211.42205,2017-09-30,NUTRAVALOR
Prima de emisión,0.0,2017-09-30,NUTRAVALOR
Acciones propias en cartera,0.0,2017-09-30,NUTRAVALOR
Otras participaciones en el patrimonio,0.0,2017-09-30,NUTRAVALOR
Otras reservas,4492.97675,2017-09-30,NUTRAVALOR
Patrimonio atribuible a los propietarios de la controladora,162627.92655,2017-09-30,NUTRAVALOR
Participaciones no controladoras,110427.24260000001,2017-09-30,NUTRAVALOR
Patrimonio total,273055.16915000003,2017-09-30,NUTRAVALOR
Total de patrimonio y pasivos,578672.4788,2017-09-30,NUTRAVALOR
Efectivo y equivalentes al efectivo,1569.83525,2017-09-30,INVERCAP
Otros activos financieros corrientes,697.35075,2017-09-30,INVERCAP
Otros activos no financieros corrientes,0.0,2017-09-30,INVERCAP
Deudores comerciales y otras cuentas por cobrar corrientes,422.8684,2017-09-30,INVERCAP
"Cuentas por cobrar a entidades relacionadas, corrientes",9710.6888,2017-09-30,INVERCAP
Inventarios corrientes,0.0,2017-09-30,INVERCAP
Activos biológicos corrientes,0.0,2017-09-30,INVERCAP
"Activos por impuestos corrientes, corrientes",1129.7719000000002,2017-09-30,INVERCAP
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,13530.5151,2017-09-30,INVERCAP
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,0.0,2017-09-30,INVERCAP
Activos corrientes totales,13530.5151,2017-09-30,INVERCAP
Otros activos financieros no corrientes,790.3308499999999,2017-09-30,INVERCAP
Otros activos no financieros no corrientes,1118.94545,2017-09-30,INVERCAP
Cuentas por cobrar no corrientes,0.0,2017-09-30,INVERCAP
"Cuentas por cobrar a entidades relacionadas, no corrientes",0.0,2017-09-30,INVERCAP
"Inventarios, no corrientes",0.0,2017-09-30,INVERCAP
Inversiones contabilizadas utilizando el método de la participación,391062.20045,2017-09-30,INVERCAP
Activos intangibles distintos de la plusvalía,5403.67225,2017-09-30,INVERCAP
Plusvalía,1195.36745,2017-09-30,INVERCAP
"Propiedades, planta y equipo",15620.6568,2017-09-30,INVERCAP
Activos biológicos no corrientes,0.0,2017-09-30,INVERCAP
Propiedad de inversión,0.0,2017-09-30,INVERCAP
"Activos por impuestos corrientes, no corrientes",696.7139,2017-09-30,INVERCAP
Activos por impuestos diferidos,176.40745,2017-09-30,INVERCAP
Total de activos no corrientes,416064.2946,2017-09-30,INVERCAP
Total de activos,429594.8097,2017-09-30,INVERCAP
Otros pasivos financieros corrientes,7685.5058,2017-09-30,INVERCAP
Cuentas por pagar comerciales y otras cuentas por pagar,5731.65,2017-09-30,INVERCAP
"Cuentas por pagar a entidades relacionadas, corrientes",86.61160000000001,2017-09-30,INVERCAP
Otras provisiones a corto plazo,57.95335,2017-09-30,INVERCAP
"Pasivos por impuestos corrientes, corrientes",33.75305,2017-09-30,INVERCAP
Provisiones corrientes por beneficios a los empleados,185.96020000000001,2017-09-30,INVERCAP
Otros pasivos no financieros corrientes,0.0,2017-09-30,INVERCAP
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,13781.434,2017-09-30,INVERCAP
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2017-09-30,INVERCAP
Pasivos corrientes totales,13781.434,2017-09-30,INVERCAP
Otros pasivos financieros no corrientes,26253.5044,2017-09-30,INVERCAP
Cuentas por pagar no corrientes,557.24375,2017-09-30,INVERCAP
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2017-09-30,INVERCAP
Otras provisiones a largo plazo,0.0,2017-09-30,INVERCAP
Pasivo por impuestos diferidos,567.43335,2017-09-30,INVERCAP
"Pasivos por impuestos corrientes, no corrientes",0.0,2017-09-30,INVERCAP
Provisiones no corrientes por beneficios a los empleados,126.73315000000001,2017-09-30,INVERCAP
Otros pasivos no financieros no corrientes,0.0,2017-09-30,INVERCAP
Total de pasivos no corrientes,27504.914650000002,2017-09-30,INVERCAP
Total de pasivos,41286.34865,2017-09-30,INVERCAP
Capital emitido,72672.22720000001,2017-09-30,INVERCAP
Ganancias (pérdidas) acumuladas,318358.7676,2017-09-30,INVERCAP
Prima de emisión,0.0,2017-09-30,INVERCAP
Acciones propias en cartera,0.0,2017-09-30,INVERCAP
Otras participaciones en el patrimonio,0.0,2017-09-30,INVERCAP
Otras reservas,-2721.8968999999997,2017-09-30,INVERCAP
Patrimonio atribuible a los propietarios de la controladora,388309.09790000005,2017-09-30,INVERCAP
Participaciones no controladoras,-0.63685,2017-09-30,INVERCAP
Patrimonio total,388308.46105,2017-09-30,INVERCAP
Total de patrimonio y pasivos,429594.8097,2017-09-30,INVERCAP
Efectivo y equivalentes al efectivo,758922.6817000001,2017-09-30,ANTARCHILE
Otros activos financieros corrientes,124332.86235000001,2017-09-30,ANTARCHILE
Otros activos no financieros corrientes,123191.62715,2017-09-30,ANTARCHILE
Deudores comerciales y otras cuentas por cobrar corrientes,1029501.1412000001,2017-09-30,ANTARCHILE
"Cuentas por cobrar a entidades relacionadas, corrientes",27707.43295,2017-09-30,ANTARCHILE
Inventarios corrientes,918067.6756000001,2017-09-30,ANTARCHILE
Activos biológicos corrientes,200502.03290000002,2017-09-30,ANTARCHILE
"Activos por impuestos corrientes, corrientes",45270.48225,2017-09-30,ANTARCHILE
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,3227495.9361,2017-09-30,ANTARCHILE
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,4546.4721500000005,2017-09-30,ANTARCHILE
Activos corrientes totales,3232042.40825,2017-09-30,ANTARCHILE
Otros activos financieros no corrientes,313083.73905000003,2017-09-30,ANTARCHILE
Otros activos no financieros no corrientes,81301.5447,2017-09-30,ANTARCHILE
Cuentas por cobrar no corrientes,21966.230199999998,2017-09-30,ANTARCHILE
"Cuentas por cobrar a entidades relacionadas, no corrientes",5057.225850000001,2017-09-30,ANTARCHILE
"Inventarios, no corrientes",0.0,2017-09-30,ANTARCHILE
Inversiones contabilizadas utilizando el método de la participación,678229.9656,2017-09-30,ANTARCHILE
Activos intangibles distintos de la plusvalía,529091.1589,2017-09-30,ANTARCHILE
Plusvalía,262948.35965,2017-09-30,ANTARCHILE
"Propiedades, planta y equipo",6615350.7022,2017-09-30,ANTARCHILE
Activos biológicos no corrientes,2238293.3892,2017-09-30,ANTARCHILE
Propiedad de inversión,30146.56845,2017-09-30,ANTARCHILE
"Activos por impuestos corrientes, no corrientes",0.0,2017-09-30,ANTARCHILE
Activos por impuestos diferidos,200395.0421,2017-09-30,ANTARCHILE
Total de activos no corrientes,10975863.9259,2017-09-30,ANTARCHILE
Total de activos,14207906.33415,2017-09-30,ANTARCHILE
Otros pasivos financieros corrientes,692946.93225,2017-09-30,ANTARCHILE
Cuentas por pagar comerciales y otras cuentas por pagar,927947.12965,2017-09-30,ANTARCHILE
"Cuentas por pagar a entidades relacionadas, corrientes",5361.64015,2017-09-30,ANTARCHILE
Otras provisiones a corto plazo,11440.3734,2017-09-30,ANTARCHILE
"Pasivos por impuestos corrientes, corrientes",39290.46075,2017-09-30,ANTARCHILE
Provisiones corrientes por beneficios a los empleados,6556.37075,2017-09-30,ANTARCHILE
Otros pasivos no financieros corrientes,213637.06415000002,2017-09-30,ANTARCHILE
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,1897179.9711000002,2017-09-30,ANTARCHILE
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2017-09-30,ANTARCHILE
Pasivos corrientes totales,1897179.9711000002,2017-09-30,ANTARCHILE
Otros pasivos financieros no corrientes,3514429.3404500005,2017-09-30,ANTARCHILE
Cuentas por pagar no corrientes,639.3974000000001,2017-09-30,ANTARCHILE
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2017-09-30,ANTARCHILE
Otras provisiones a largo plazo,43733.7632,2017-09-30,ANTARCHILE
Pasivo por impuestos diferidos,1467015.18065,2017-09-30,ANTARCHILE
"Pasivos por impuestos corrientes, no corrientes",0.0,2017-09-30,ANTARCHILE
Provisiones no corrientes por beneficios a los empleados,71479.40715,2017-09-30,ANTARCHILE
Otros pasivos no financieros no corrientes,89692.04345,2017-09-30,ANTARCHILE
Total de pasivos no corrientes,5186989.132300001,2017-09-30,ANTARCHILE
Total de pasivos,7084169.1034,2017-09-30,ANTARCHILE
Capital emitido,886008.00975,2017-09-30,ANTARCHILE
Ganancias (pérdidas) acumuladas,3947384.8076,2017-09-30,ANTARCHILE
Prima de emisión,0.0,2017-09-30,ANTARCHILE
Acciones propias en cartera,0.0,2017-09-30,ANTARCHILE
Otras participaciones en el patrimonio,0.0,2017-09-30,ANTARCHILE
Otras reservas,-614058.4122,2017-09-30,ANTARCHILE
Patrimonio atribuible a los propietarios de la controladora,4219334.40515,2017-09-30,ANTARCHILE
Participaciones no controladoras,2904402.8256,2017-09-30,ANTARCHILE
Patrimonio total,7123737.23075,2017-09-30,ANTARCHILE
Total de patrimonio y pasivos,14207906.33415,2017-09-30,ANTARCHILE
Efectivo y equivalentes al efectivo,181697.84436000002,2017-12-31,CAP
Otros activos financieros corrientes,249068.12568,2017-12-31,CAP
Otros activos no financieros corrientes,11253.60424,2017-12-31,CAP
Deudores comerciales y otras cuentas por cobrar corrientes,175409.06552,2017-12-31,CAP
"Cuentas por cobrar a entidades relacionadas, corrientes",18621.47896,2017-12-31,CAP
Inventarios corrientes,170426.39874,2017-12-31,CAP
Activos biológicos corrientes,0.0,2017-12-31,CAP
"Activos por impuestos corrientes, corrientes",20355.16892,2017-12-31,CAP
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,826831.68642,2017-12-31,CAP
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,0.0,2017-12-31,CAP
Activos corrientes totales,826831.68642,2017-12-31,CAP
Otros activos financieros no corrientes,34352.65436,2017-12-31,CAP
Otros activos no financieros no corrientes,13329.97174,2017-12-31,CAP
Cuentas por cobrar no corrientes,16273.79944,2017-12-31,CAP
"Cuentas por cobrar a entidades relacionadas, no corrientes",0.0,2017-12-31,CAP
"Inventarios, no corrientes",0.0,2017-12-31,CAP
Inversiones contabilizadas utilizando el método de la participación,911.75604,2017-12-31,CAP
Activos intangibles distintos de la plusvalía,425437.54962,2017-12-31,CAP
Plusvalía,1087.09374,2017-12-31,CAP
"Propiedades, planta y equipo",2068575.7387,2017-12-31,CAP
Activos biológicos no corrientes,0.0,2017-12-31,CAP
Propiedad de inversión,21467.486679999998,2017-12-31,CAP
"Activos por impuestos corrientes, no corrientes",0.0,2017-12-31,CAP
Activos por impuestos diferidos,6388.44448,2017-12-31,CAP
Total de activos no corrientes,2587824.4948,2017-12-31,CAP
Total de activos,3414656.18122,2017-12-31,CAP
Otros pasivos financieros corrientes,301059.13744,2017-12-31,CAP
Cuentas por pagar comerciales y otras cuentas por pagar,232655.90174,2017-12-31,CAP
"Cuentas por pagar a entidades relacionadas, corrientes",61051.356700000004,2017-12-31,CAP
Otras provisiones a corto plazo,14807.730180000002,2017-12-31,CAP
"Pasivos por impuestos corrientes, corrientes",31124.59502,2017-12-31,CAP
Provisiones corrientes por beneficios a los empleados,13198.31466,2017-12-31,CAP
Otros pasivos no financieros corrientes,1533.74346,2017-12-31,CAP
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,655430.7792,2017-12-31,CAP
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2017-12-31,CAP
Pasivos corrientes totales,655430.7792,2017-12-31,CAP
Otros pasivos financieros no corrientes,362103.72672000004,2017-12-31,CAP
Cuentas por pagar no corrientes,0.0,2017-12-31,CAP
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2017-12-31,CAP
Otras provisiones a largo plazo,39848.41462,2017-12-31,CAP
Pasivo por impuestos diferidos,283166.07896,2017-12-31,CAP
"Pasivos por impuestos corrientes, no corrientes",0.0,2017-12-31,CAP
Provisiones no corrientes por beneficios a los empleados,43175.52438,2017-12-31,CAP
Otros pasivos no financieros no corrientes,22981.543100000003,2017-12-31,CAP
Total de pasivos no corrientes,751275.2877800001,2017-12-31,CAP
Total de pasivos,1406706.0669800001,2017-12-31,CAP
Capital emitido,233441.53768,2017-12-31,CAP
Ganancias (pérdidas) acumuladas,967619.24644,2017-12-31,CAP
Prima de emisión,0.0,2017-12-31,CAP
Acciones propias en cartera,0.0,2017-12-31,CAP
Otras participaciones en el patrimonio,0.0,2017-12-31,CAP
Otras reservas,8945.2988,2017-12-31,CAP
Patrimonio atribuible a los propietarios de la controladora,1210006.0829200002,2017-12-31,CAP
Participaciones no controladoras,797944.0313200001,2017-12-31,CAP
Patrimonio total,2007950.11424,2017-12-31,CAP
Total de patrimonio y pasivos,3414656.18122,2017-12-31,CAP
Efectivo y equivalentes al efectivo,165614.76312000002,2017-12-31,COLBUN
Otros activos financieros corrientes,333430.16818,2017-12-31,COLBUN
Otros activos no financieros corrientes,18082.546240000003,2017-12-31,COLBUN
Deudores comerciales y otras cuentas por cobrar corrientes,138463.87408,2017-12-31,COLBUN
"Cuentas por cobrar a entidades relacionadas, corrientes",147.6528,2017-12-31,COLBUN
